"","non-stroke_rep1","non-stroke_rep2","non-stroke_rep3","stroke_rep1","stroke_rep2","stroke_rep3","stroke_rep4","stroke_rep5"
"CDC27",34.174182824042,28.594238054711,26.2316525471313,11.2525186310864,10.1292777217694,12.3042652088543,20.4881557611829,5.11478816373918
"SLC4A1",0,0,0,0,1.68821295362824,1.23042652088543,3.87613757644002,0
"HCCS",3.79713142489356,5.95713292806478,8.19739142097853,0,8.44106476814118,4.30649282309902,2.21493575796572,0
"DVL2",2.53142094992904,2.38285317122591,0,1.87541977184773,3.37642590725647,1.84563978132815,3.32240363694859,0
"UPF1",1.26571047496452,15.4885456129684,3.27895656839141,11.2525186310864,10.1292777217694,9.84341216708347,12.7358806083029,2.55739408186959
"SKAP2",3.79713142489356,3.57427975683887,4.91843485258712,1.87541977184773,10.1292777217694,6.76734586486989,7.75227515288003,5.11478816373918
"SLC25A5",11.3913942746807,9.53141268490365,3.27895656839141,3.75083954369546,8.44106476814118,17.8411845528388,20.4881557611829,5.11478816373918
"MCUB",0,0,3.27895656839141,0,3.37642590725647,0.615213260442717,1.10746787898286,0
"POLR2J",2.53142094992904,0,1.63947828419571,1.87541977184773,0,1.23042652088543,3.87613757644002,2.55739408186959
"DHX33",7.59426284978712,7.14855951367774,11.4763479893699,5.62625931554319,0,3.6912795626563,4.42987151593145,0
"THSD7A",7.59426284978712,9.53141268490365,3.27895656839141,3.75083954369546,1.68821295362824,13.5346917297398,23.8105593981315,20.4591526549567
"LIG3",3.79713142489356,7.14855951367774,9.83686970517423,9.37709885923866,16.8821295362824,12.3042652088543,4.98360545542288,15.3443644912175
"RPAP3",3.79713142489356,2.38285317122591,3.27895656839141,5.62625931554319,1.68821295362824,7.38255912531261,11.0746787898286,2.55739408186959
"REXO5",0,1.19142658561296,1.63947828419571,0,0,1.23042652088543,1.10746787898286,0
"CIAPIN1",1.26571047496452,3.57427975683887,3.27895656839141,0,6.75285181451294,4.30649282309902,4.98360545542288,0
"SPPL2B",3.79713142489356,5.95713292806478,0,1.87541977184773,0,3.6912795626563,6.09107333440574,2.55739408186959
"ATOSB",3.79713142489356,1.19142658561296,3.27895656839141,1.87541977184773,5.06463886088471,2.46085304177087,4.42987151593145,5.11478816373918
"PRKAR2B",18.9856571244678,17.8713987841944,19.6737394103485,7.50167908739092,5.06463886088471,9.84341216708347,12.7358806083029,5.11478816373918
"MSL3",5.06284189985808,2.38285317122591,6.55791313678282,7.50167908739092,1.68821295362824,2.46085304177087,6.64480727389717,5.11478816373918
"CREBBP",37.9713142489356,27.402811469098,9.83686970517423,22.5050372621728,10.1292777217694,16.6107580319534,22.1493575796572,25.5739408186959
"TSPOAP1",15.1885256995742,28.594238054711,8.19739142097853,31.8821361214114,15.1939165826541,25.2237436781514,22.1493575796572,17.9017585730871
"GCFC2",3.79713142489356,2.38285317122591,3.27895656839141,1.87541977184773,3.37642590725647,3.6912795626563,3.32240363694859,2.55739408186959
"WDR54",0,1.19142658561296,0,3.75083954369546,0,1.84563978132815,1.10746787898286,5.11478816373918
"CROT",1.26571047496452,2.38285317122591,3.27895656839141,1.87541977184773,0,3.07606630221359,5.53733939491431,7.67218224560877
"KMT2E",26.5799199742549,22.6371051266462,29.5106091155227,22.5050372621728,15.1939165826541,35.0671558452349,19.3806878822001,12.786970409348
"RHBDD2",15.1885256995742,14.2971190273555,11.4763479893699,28.131296577716,20.2585554435388,13.5346917297398,22.7030915191487,2.55739408186959
"SOX8",10.1256837997162,15.4885456129684,42.6264353890883,30.0067163495637,16.8821295362824,13.5346917297398,3.87613757644002,38.3609112280439
"IBTK",18.9856571244678,10.7228392705166,6.55791313678282,13.1279384029341,6.75285181451294,11.6890519484116,14.3970824267772,5.11478816373918
"ZNF195",6.3285523748226,1.19142658561296,3.27895656839141,1.87541977184773,3.37642590725647,6.15213260442717,4.42987151593145,2.55739408186959
"MYCBP2",184.79372934482,139.396910516716,108.205566756917,52.5117536117365,79.3460088205271,86.1298564619804,179.409796395224,51.1478816373918
"FBXL3",21.5170780743968,11.9142658561296,16.3947828419571,11.2525186310864,8.44106476814118,22.7628906363805,22.1493575796572,7.67218224560877
"ITGAL",0,1.19142658561296,0,0,1.68821295362824,1.23042652088543,0.553733939491431,0
"PDK2",10.1256837997162,8.3399860992907,6.55791313678282,9.37709885923866,5.06463886088471,9.22819890664076,16.0582842452515,10.2295763274784
"ITGA3",3.79713142489356,4.76570634245183,3.27895656839141,3.75083954369546,6.75285181451294,5.53691934398445,4.98360545542288,0
"ZFX",15.1885256995742,9.53141268490365,9.83686970517423,7.50167908739092,8.44106476814118,10.4586254275262,8.8597430318629,5.11478816373918
"LAMP2",25.3142094992904,19.0628253698073,18.0342611261528,20.629617490325,1.68821295362824,51.6779138771882,75.3078157708346,5.11478816373918
"GDE1",15.1885256995742,7.14855951367774,13.1158262735656,7.50167908739092,5.06463886088471,6.76734586486989,13.8433484872858,10.2295763274784
"REX1BD",2.53142094992904,2.38285317122591,0,0,1.68821295362824,1.23042652088543,3.87613757644002,2.55739408186959
"CRLF1",0,0,0,1.87541977184773,1.68821295362824,3.07606630221359,0,0
"OSBPL7",0,1.19142658561296,0,5.62625931554319,0,1.84563978132815,1.10746787898286,2.55739408186959
"TMEM98",5.06284189985808,2.38285317122591,1.63947828419571,0,3.37642590725647,1.23042652088543,0.553733939491431,2.55739408186959
"MAP3K14",0,1.19142658561296,3.27895656839141,0,1.68821295362824,5.53691934398445,1.10746787898286,2.55739408186959
"ABCC8",7.59426284978712,3.57427975683887,3.27895656839141,0,5.06463886088471,4.92170608354174,13.2896145477943,5.11478816373918
"CACNG3",7.59426284978712,10.7228392705166,9.83686970517423,7.50167908739092,10.1292777217694,4.30649282309902,8.8597430318629,2.55739408186959
"TMEM132A",12.6571047496452,8.3399860992907,1.63947828419571,13.1279384029341,11.8174906753977,23.993317157266,21.0418897006744,5.11478816373918
"AP2B1",86.0683122975873,84.5912875785199,104.926610188525,65.6396920146706,43.8935367943341,78.7472973366678,162.244044270989,58.8200638830006
"TAC1",3.79713142489356,2.38285317122591,1.63947828419571,3.75083954369546,0,4.30649282309902,6.09107333440574,0
"ZNF263",2.53142094992904,5.95713292806478,1.63947828419571,7.50167908739092,6.75285181451294,2.46085304177087,4.42987151593145,2.55739408186959
"CX3CL1",6.3285523748226,2.38285317122591,1.63947828419571,15.0033581747818,11.8174906753977,7.38255912531261,11.6284127293201,7.67218224560877
"SPATA20",3.79713142489356,4.76570634245183,3.27895656839141,5.62625931554319,1.68821295362824,6.15213260442717,4.42987151593145,0
"CACNA1G",8.85997332475164,15.4885456129684,8.19739142097853,13.1279384029341,5.06463886088471,8.61298564619804,8.30600909237146,10.2295763274784
"DLX6",0,1.19142658561296,0,1.87541977184773,1.68821295362824,1.23042652088543,0.553733939491431,0
"MAP3K9",11.3913942746807,28.594238054711,3.27895656839141,22.5050372621728,16.8821295362824,33.2215160639067,6.09107333440574,15.3443644912175
"RALA",6.3285523748226,9.53141268490365,4.91843485258712,5.62625931554319,6.75285181451294,3.07606630221359,6.64480727389717,2.55739408186959
"KDM7A",13.9228152246097,3.57427975683887,6.55791313678282,20.629617490325,3.37642590725647,13.5346917297398,3.32240363694859,2.55739408186959
"ETV1",8.85997332475164,15.4885456129684,11.4763479893699,7.50167908739092,6.75285181451294,7.99777238575532,11.6284127293201,10.2295763274784
"AGK",8.85997332475164,4.76570634245183,4.91843485258712,9.37709885923866,5.06463886088471,4.92170608354174,8.30600909237146,5.11478816373918
"PHTF2",11.3913942746807,5.95713292806478,4.91843485258712,0,5.06463886088471,6.76734586486989,5.53733939491431,2.55739408186959
"FARP2",0,5.95713292806478,3.27895656839141,5.62625931554319,3.37642590725647,4.30649282309902,3.32240363694859,5.11478816373918
"GGCT",2.53142094992904,3.57427975683887,0,0,0,1.23042652088543,0,0
"DBF4",3.79713142489356,2.38285317122591,3.27895656839141,1.87541977184773,1.68821295362824,0,0.553733939491431,0
"IFRD1",8.85997332475164,13.1056924417425,22.9526959787399,26.2558768058682,10.1292777217694,16.6107580319534,4.98360545542288,7.67218224560877
"COX10",0,0,3.27895656839141,0,1.68821295362824,1.23042652088543,1.66120181847429,0
"GTF2IRD1",1.26571047496452,0,0,5.62625931554319,1.68821295362824,5.53691934398445,3.32240363694859,0
"PAF1",2.53142094992904,7.14855951367774,1.63947828419571,7.50167908739092,5.06463886088471,8.61298564619804,6.64480727389717,5.11478816373918
"VPS41",48.0969980486517,28.594238054711,29.5106091155227,15.0033581747818,15.1939165826541,24.6085304177087,51.4972563727031,15.3443644912175
"ARHGAP44",16.4542361745388,20.2542519554203,8.19739142097853,11.2525186310864,18.5703424899106,14.7651182506252,13.2896145477943,17.9017585730871
"ELAC2",6.3285523748226,1.19142658561296,4.91843485258712,5.62625931554319,6.75285181451294,10.4586254275262,8.30600909237146,12.786970409348
"SCIN",0,1.19142658561296,0,7.50167908739092,5.06463886088471,0.615213260442717,0,2.55739408186959
"ARSD",0,2.38285317122591,1.63947828419571,5.62625931554319,3.37642590725647,1.23042652088543,1.66120181847429,2.55739408186959
"PNPLA4",0,3.57427975683887,1.63947828419571,3.75083954369546,1.68821295362824,1.84563978132815,2.21493575796572,2.55739408186959
"MYH13",1.26571047496452,3.57427975683887,1.63947828419571,3.75083954369546,6.75285181451294,6.15213260442717,0.553733939491431,7.67218224560877
"ADIPOR2",17.7199466495033,17.8713987841944,22.9526959787399,18.7541977184773,8.44106476814118,13.5346917297398,11.6284127293201,7.67218224560877
"CDKL3",1.26571047496452,2.38285317122591,0,0,0,0.615213260442717,1.10746787898286,5.11478816373918
"MARK4",1.26571047496452,8.3399860992907,9.83686970517423,16.8787779466296,5.06463886088471,14.1499049901825,6.64480727389717,5.11478816373918
"PROM1",0,1.19142658561296,3.27895656839141,1.87541977184773,5.06463886088471,0.615213260442717,7.1985412133886,5.11478816373918
"CCDC124",0,1.19142658561296,3.27895656839141,1.87541977184773,6.75285181451294,3.6912795626563,0.553733939491431,0
"CEACAM21",0,1.19142658561296,0,0,1.68821295362824,1.23042652088543,0,0
"PAFAH1B1",137.962441771133,110.802672462005,137.716175872439,101.272667679777,74.2813699596424,75.6712310344542,98.5646412294747,53.7052757192614
"DNAH9",1.26571047496452,2.38285317122591,1.63947828419571,0,0,1.84563978132815,2.76866969745716,2.55739408186959
"BLTP2",31.642761874113,15.4885456129684,22.9526959787399,11.2525186310864,6.75285181451294,27.6845967199223,26.5792290955887,17.9017585730871
"GAS7",155.682388420636,126.291218074973,104.926610188525,41.2592349806501,94.5399254031812,79.9777238575532,56.480861828126,23.0165467368263
"MATK",0,1.19142658561296,4.91843485258712,1.87541977184773,10.1292777217694,4.30649282309902,1.10746787898286,7.67218224560877
"ST7L",2.53142094992904,2.38285317122591,4.91843485258712,0,3.37642590725647,3.07606630221359,1.10746787898286,2.55739408186959
"TKTL1",1.26571047496452,0,0,0,1.68821295362824,0,0,2.55739408186959
"PAX6",7.59426284978712,4.76570634245183,0,11.2525186310864,5.06463886088471,4.30649282309902,1.66120181847429,7.67218224560877
"RPUSD1",1.26571047496452,3.57427975683887,3.27895656839141,0,3.37642590725647,0.615213260442717,0,0
"RHBDF1",0,0,0,1.87541977184773,0,0,1.10746787898286,5.11478816373918
"LUC7L",10.1256837997162,2.38285317122591,4.91843485258712,3.75083954369546,8.44106476814118,5.53691934398445,8.30600909237146,0
"CACNA2D2",1.26571047496452,4.76570634245183,1.63947828419571,5.62625931554319,5.06463886088471,5.53691934398445,9.41347697135433,0
"BAIAP3",17.7199466495033,10.7228392705166,3.27895656839141,18.7541977184773,23.6349813507953,22.1476773759378,23.8105593981315,2.55739408186959
"TSR3",0,0,1.63947828419571,3.75083954369546,3.37642590725647,1.23042652088543,1.66120181847429,2.55739408186959
"PIGQ",7.59426284978712,1.19142658561296,0,0,5.06463886088471,2.46085304177087,4.42987151593145,2.55739408186959
"CRAMP1",11.3913942746807,7.14855951367774,6.55791313678282,5.62625931554319,8.44106476814118,7.38255912531261,2.21493575796572,10.2295763274784
"DNAJC11",3.79713142489356,5.95713292806478,4.91843485258712,1.87541977184773,5.06463886088471,6.15213260442717,6.64480727389717,12.786970409348
"MYLIP",0,3.57427975683887,8.19739142097853,5.62625931554319,8.44106476814118,1.23042652088543,2.76866969745716,2.55739408186959
"PSMB1",8.85997332475164,2.38285317122591,11.4763479893699,1.87541977184773,5.06463886088471,9.84341216708347,18.8269539427087,12.786970409348
"SYN1",48.0969980486517,45.2742102532924,31.1500873997184,39.3838152088024,37.1406849798212,60.906112783829,65.3406048599889,20.4591526549567
"JARID2",1.26571047496452,8.3399860992907,8.19739142097853,11.2525186310864,8.44106476814118,5.53691934398445,3.87613757644002,7.67218224560877
"CDKL5",93.6625751473745,81.017007821681,73.7765227888067,41.2592349806501,27.0114072580518,35.6823691056776,33.7777703089773,17.9017585730871
"CAMK1G",1.26571047496452,5.95713292806478,0,9.37709885923866,0,4.92170608354174,10.5209448503372,5.11478816373918
"CDK11A",1.26571047496452,3.57427975683887,3.27895656839141,3.75083954369546,10.1292777217694,1.84563978132815,4.42987151593145,10.2295763274784
"NADK",7.59426284978712,5.95713292806478,3.27895656839141,5.62625931554319,1.68821295362824,6.76734586486989,3.87613757644002,10.2295763274784
"DLEC1",0,1.19142658561296,0,1.87541977184773,1.68821295362824,1.84563978132815,0.553733939491431,0
"CYTH3",8.85997332475164,9.53141268490365,4.91843485258712,7.50167908739092,8.44106476814118,8.61298564619804,4.98360545542288,12.786970409348
"ADAM22",64.5512342231905,40.5085039108405,49.1843485258712,20.629617490325,32.0760461189365,35.0671558452349,49.8360545542288,15.3443644912175
"SYPL1",3.79713142489356,5.95713292806478,3.27895656839141,0,1.68821295362824,4.30649282309902,7.75227515288003,7.67218224560877
"CYB561",3.79713142489356,2.38285317122591,1.63947828419571,1.87541977184773,3.37642590725647,1.84563978132815,2.76866969745716,0
"SPAG9",56.9569713734034,41.6999304964535,44.265913673284,16.8787779466296,18.5703424899106,51.0627006167455,44.2987151593145,23.0165467368263
"CELSR3",18.9856571244678,9.53141268490365,6.55791313678282,15.0033581747818,20.2585554435388,16.6107580319534,17.1657521242344,2.55739408186959
"AASS",1.26571047496452,4.76570634245183,4.91843485258712,0,0,6.76734586486989,2.21493575796572,0
"SS18L2",6.3285523748226,1.19142658561296,1.63947828419571,7.50167908739092,6.75285181451294,2.46085304177087,1.66120181847429,2.55739408186959
"MPND",3.79713142489356,3.57427975683887,1.63947828419571,5.62625931554319,1.68821295362824,3.6912795626563,3.32240363694859,2.55739408186959
"MGST1",6.3285523748226,5.95713292806478,3.27895656839141,3.75083954369546,3.37642590725647,6.76734586486989,6.09107333440574,2.55739408186959
"CRY1",5.06284189985808,4.76570634245183,0,0,0,7.99777238575532,4.98360545542288,0
"NFIX",25.3142094992904,34.5513709827757,27.871130831327,26.2558768058682,38.8288979334494,57.8300464816154,23.8105593981315,10.2295763274784
"ST3GAL1",10.1256837997162,5.95713292806478,1.63947828419571,1.87541977184773,0,9.84341216708347,3.87613757644002,2.55739408186959
"MMP25",0,0,1.63947828419571,0,1.68821295362824,1.84563978132815,1.10746787898286,0
"PKD1",39.2370247239001,46.4656368389053,34.4290439681098,78.7676304176047,101.292777217694,84.899429941095,73.6466139523603,56.262669801131
"MAPK8IP2",18.9856571244678,14.2971190273555,11.4763479893699,26.2558768058682,43.8935367943341,35.6823691056776,31.0091006115201,23.0165467368263
"MED24",6.3285523748226,11.9142658561296,9.83686970517423,1.87541977184773,8.44106476814118,9.22819890664076,11.0746787898286,5.11478816373918
"RHOBTB2",13.9228152246097,17.8713987841944,18.0342611261528,9.37709885923866,8.44106476814118,25.8389569385941,12.7358806083029,7.67218224560877
"HEATR5B",25.3142094992904,9.53141268490365,21.3132176945442,7.50167908739092,3.37642590725647,12.9194784692971,32.6703024299944,7.67218224560877
"SEC62",67.0826551731195,51.2313431813571,60.6606965152411,22.5050372621728,28.69962021168,32.606302803464,30.4553666720287,17.9017585730871
"RPS20",13.9228152246097,11.9142658561296,19.6737394103485,13.1279384029341,8.44106476814118,7.99777238575532,3.32240363694859,7.67218224560877
"CSDE1",87.3340227725518,50.0399165957442,90.1713056307638,26.2558768058682,27.0114072580518,35.6823691056776,71.4316781943946,43.475699391783
"UBE3C",20.2513675994323,10.7228392705166,11.4763479893699,7.50167908739092,8.44106476814118,7.99777238575532,22.1493575796572,12.786970409348
"REV3L",18.9856571244678,22.6371051266462,24.5921742629356,16.8787779466296,16.8821295362824,12.9194784692971,18.8269539427087,15.3443644912175
"TENM1",18.9856571244678,7.14855951367774,3.27895656839141,1.87541977184773,11.8174906753977,16.6107580319534,20.4881557611829,7.67218224560877
"PAX7",1.26571047496452,2.38285317122591,1.63947828419571,1.87541977184773,0,0.615213260442717,0.553733939491431,0
"FAM76A",3.79713142489356,2.38285317122591,1.63947828419571,1.87541977184773,1.68821295362824,3.07606630221359,2.21493575796572,5.11478816373918
"TRAF3IP3",0,1.19142658561296,1.63947828419571,3.75083954369546,0,1.23042652088543,1.10746787898286,2.55739408186959
"POMT2",1.26571047496452,3.57427975683887,3.27895656839141,1.87541977184773,6.75285181451294,4.92170608354174,3.87613757644002,7.67218224560877
"VTA1",13.9228152246097,11.9142658561296,11.4763479893699,9.37709885923866,5.06463886088471,10.4586254275262,16.6120181847429,10.2295763274784
"MLXIPL",0,1.19142658561296,0,0,1.68821295362824,2.46085304177087,3.32240363694859,5.11478816373918
"BAZ1B",16.4542361745388,9.53141268490365,14.7553045577613,9.37709885923866,21.9467683971671,23.3781038968233,22.7030915191487,12.786970409348
"RANBP9",20.2513675994323,13.1056924417425,11.4763479893699,3.75083954369546,16.8821295362824,17.2259712923961,26.0254951560973,12.786970409348
"SPRTN",1.26571047496452,1.19142658561296,0,0,1.68821295362824,1.23042652088543,1.10746787898286,0
"METTL13",2.53142094992904,1.19142658561296,3.27895656839141,0,3.37642590725647,1.23042652088543,3.87613757644002,0
"DYRK4",1.26571047496452,2.38285317122591,0,1.87541977184773,1.68821295362824,1.23042652088543,2.21493575796572,0
"ZNF207",18.9856571244678,17.8713987841944,8.19739142097853,15.0033581747818,8.44106476814118,16.6107580319534,21.5956236401658,5.11478816373918
"UQCRC1",8.85997332475164,13.1056924417425,16.3947828419571,16.8787779466296,16.8821295362824,15.3803315110679,19.9344218216915,12.786970409348
"STARD3NL",2.53142094992904,3.57427975683887,3.27895656839141,3.75083954369546,1.68821295362824,3.07606630221359,7.1985412133886,5.11478816373918
"CD9",0,2.38285317122591,9.83686970517423,0,1.68821295362824,16.6107580319534,13.8433484872858,5.11478816373918
"HHATL",3.79713142489356,1.19142658561296,1.63947828419571,3.75083954369546,1.68821295362824,6.15213260442717,7.75227515288003,0
"NCAPD2",0,1.19142658561296,8.19739142097853,0,5.06463886088471,3.07606630221359,1.10746787898286,0
"IFFO1",2.53142094992904,2.38285317122591,3.27895656839141,11.2525186310864,5.06463886088471,3.07606630221359,5.53733939491431,0
"GIPR",2.53142094992904,3.57427975683887,3.27895656839141,1.87541977184773,0,0,1.10746787898286,5.11478816373918
"NISCH",31.642761874113,22.6371051266462,29.5106091155227,26.2558768058682,57.39924042336,36.912795626563,35.4389721274516,23.0165467368263
"STAB1",2.53142094992904,0,1.63947828419571,0,1.68821295362824,0,1.10746787898286,5.11478816373918
"FUZ",0,1.19142658561296,1.63947828419571,0,5.06463886088471,1.23042652088543,0.553733939491431,2.55739408186959
"IDS",325.287592065882,300.239499574465,218.050611798029,189.417396956621,140.121675151144,383.277861255813,54.8196600096517,40.9183053099134
"PRSS3",2.53142094992904,0,0,0,1.68821295362824,1.23042652088543,1.10746787898286,0
"ZNF200",0,3.57427975683887,1.63947828419571,0,1.68821295362824,2.46085304177087,1.10746787898286,5.11478816373918
"CD4",1.26571047496452,2.38285317122591,0,0,1.68821295362824,3.07606630221359,1.10746787898286,2.55739408186959
"LRRC23",3.79713142489356,0,1.63947828419571,3.75083954369546,0,0.615213260442717,1.66120181847429,0
"BTK",1.26571047496452,1.19142658561296,0,1.87541977184773,1.68821295362824,4.30649282309902,1.10746787898286,17.9017585730871
"HFE",2.53142094992904,1.19142658561296,1.63947828419571,0,1.68821295362824,0.615213260442717,0,0
