GeneName	rank
GLRA1	3.380088223892
MIR17HG	3.36940384652568
GIT1	3.35363678146144
CCAR1	3.35285163892941
SNORA36A	3.34948357537126
SNORD45C	3.34733999315562
SNORA23	3.33779940632153
RNY3P16	3.33569469221376
ADGRG6	3.3141034874158
CASKIN1	3.30796315028969
SNORA62	3.28398328584319
NR4A1	3.27250127218915
ADGRF3	3.26230784991782
SNORA73B	3.25810046378255
SNORD116-20	3.25593970111007
SNORD5	3.23681724678403
RNU2-7P	3.2306773209128
SNORA63E	3.20182040418408
SNORA16A	3.19252487228411
GRM8	3.18501658500188
RNU1-67P	3.16489159625991
DPP7	3.14562990028579
SNORD116-23	3.14150140655925
RNF182	3.13824434253637
SNORD115-31	3.13546771679857
KHDC4	3.12915258633002
SNORD15A	3.12289440659259
SCARNA3	3.11609100948964
RNU2-68P	3.10571542504829
GTF2IRD2B	3.09838649868869
HBB	3.09229148069748
SNORA8	3.08411409773547
SNORA54	3.07332578452943
SNORA20	3.05411671219955
SNORA17B	3.05332665600496
PCDHGB6	3.05249275645847
DHRS3	3.05006738609297
SKIDA1	3.03728893103317
CSTF3	3.0352821983378
ADPRHL1	3.03513688824912
SNORA2B	3.02885809749172
SNORA77	3.02432931246813
TEX101	3.02226264783313
MARCHF11	3.0089882335742
ANK1	3.00584909842161
SCARNA6	3.00062631831996
ARC	2.99326520303446
RNVU1-18	2.992903427509
VMP1	2.9881951742014
SNORD15B	2.9847531793165
EGR4	2.95840094273154
AMY2B	2.95782029527979
FAM53C	2.95055128997852
SNORD121B	2.95012708461784
RNU1-55P	2.94609815737208
UBC	2.94306436291954
SNORD33	2.93083047173811
PNMA3	2.92482430992876
SLC4A3	2.92412990033
RNY3P1	2.92188980170943
RNU1-21P	2.90163153846455
PNPLA7	2.89944066333132
RUVBL2	2.88950883096779
SPTBN4	2.88614508176018
THY1-AS1	2.88007803789926
TNFRSF10D	2.88001832348508
PRPSAP1	2.87516015665945
NYNRIN	2.8655626466897
HNRNPA2B1	2.86458969464397
LMTK3	2.85374841423737
SOGA3	2.84909719504646
SNORD109B	2.84768900879546
SNORD1B	2.83854679466649
PDZD4	2.83100413792235
VTRNA1-3	2.82199608949196
SNORD109A	2.8163531473062
SCG2	2.81038384369759
TMEM259	2.78774572103289
RN7SL297P	2.78521677721714
SST	2.78354957569521
SNORD4A	2.77440151379687
WDR19	2.76791489507064
MIR6894	2.76265373530384
NXPH1	2.76028950850341
MIR130AHG	2.75390055024068
CFHR3	2.75249997515486
NDUFB8	2.74349818497568
RN7SL658P	2.74300753803241
LAMA5	2.74233145301393
SNORA71B	2.73173078307965
ZFHX3-AS1	2.73034839884162
SNORA58B	2.72396640903595
ANKRD24	2.72138294179029
SNORD115-38	2.71814192406912
MIR16-1	2.7091715539177
SNORA61	2.70832513827719
STARD9	2.70188033485113
AEN	2.69634729781625
SNORA58	2.69059746491254
CFAP45	2.68515168975046
XRRA1	2.68341791749172
PRMT5-DT	2.68228617067363
LINC01241	2.68034421293568
CDC42EP2	2.66710903764417
RNVU1-2A	2.66645436567406
HMCN2	2.66099315120263
R3HCC1	2.66096813019658
RNU2-56P	2.65760122821013
SLC14A2	2.65382149885057
SNORD115-30	2.65380734538947
P3H3	2.65239260079631
MIR142	2.65181098242886
ANKRD20A1	2.65126210280462
HOOK2	2.64808660271855
SNORD66	2.64748017666137
HBA1	2.64467264424438
RNA5SP194	2.64380023680495
SNORD35B	2.63263699387348
C6orf136	2.63252533395716
TNNT2	2.622791786435
LRWD1	2.62173671082037
SNORD12C	2.61730781162837
SNORD10	2.61673104350663
SRPRB	2.6151502485255
AHSA1	2.60249711537549
ZC3HAV1	2.59900565740225
SNORA63	2.58275379610332
FLNA	2.58063297052011
MIR486-2	2.57970564668611
EPHA10	2.57867013833416
RNU1-3	2.5743816609667
SNORD18A	2.56922967897373
CNOT3	2.55561579176459
SAMHD1	2.54808235191085
SNORD116-4	2.54698495909756
RNU2-5P	2.54572358738465
SNORD100	2.54086813049708
SNORA19	2.53495670804708
METRNL	2.5206133746444
SCARNA12	2.50112161635745
RNU4-79P	2.49890536754382
JUNB	2.49861550148327
NEFH	2.4955237018324
SNORD114-12	2.49176577923777
SNORA80A	2.48770768136562
PPFIA2-AS1	2.48530428440525
MT-TA	2.48213744133841
RNU2-33P	2.48128860547275
NPIPA9	2.47972392517784
DLGAP3	2.47721690387276
RNU2-2P	2.46892660317301
NEFM	2.46145959774383
LINC01002	2.45914682449401
GRIN1	2.45241556646513
AIFM3	2.44599984460854
ECI1	2.44208841493689
PTK2B	2.44038724090933
AEBP1	2.43832932318965
CABP1	2.43783909168145
DZIP1	2.43434260506663
ZNF571	2.43375058731978
SNORD65	2.42731422695637
CCT7	2.42201529185167
FOS	2.42051764970503
GALNT1	2.4201445724798
SNORA41	2.41939362425134
INTS11	2.40904295107514
PACSIN3	2.40876131710018
MRPL1	2.4017882818132
ITGB4	2.40169453543124
GRIK1	2.38790434544914
SNORD117	2.38623933290855
SNORA35	2.38372614421764
CHGA	2.37016973785654
MUC6	2.36685167138893
PRDX2	2.36576043255436
MT-TS1	2.36224220954862
BEND4	2.35857954192185
FNTA	2.35615084193352
YJEFN3	2.35309009953397
RNU4ATAC	2.34673159414082
TPST2	2.34208916462131
CCDC57	2.34180398426465
ADGRG2	2.33689831555023
SNORA48	2.33300743909777
TBCD	2.33296459370699
SNORD105	2.3326009512058
GOLGA8B	2.33246438921126
EGFL7	2.33099198644108
SNORA31	2.32970132941846
CDH22	2.32769100035893
SPEF2	2.32462800291591
FAM184B	2.32144089006527
SAFB	2.31797845553556
CD63	2.31557541993805
ARFIP2	2.31252687508488
USP26	2.30977994977861
LZTS3	2.30693443331822
RN7SL471P	2.30568840487169
SNORD54	2.30373327298301
CFAP65	2.29871596112602
SNORD116-22	2.29647870492606
RNASEK-C17orf49	2.29303701315443
KCNK6	2.28807109783387
ACSBG1	2.28663394754573
ZNF358	2.28617175487985
TECTA	2.28318921661576
RASA4B	2.28036742141276
PABPN1	2.27960703091405
DSP-AS1	2.27899009764642
MIR124-2	2.27897186268466
HAVCR2	2.27708175998107
GDAP1L1	2.26980195848273
ESYT1	2.26788279966288
FBXO44	2.26299521056399
FBXL22	2.2628383240715
RNU1-146P	2.26253410493979
FOSB	2.25931725676551
JPH3	2.25891017301979
BDNF	2.25678148625825
LINC00937	2.2443415752714
HSPH1	2.2411734283531
DGKZ	2.24105918702354
CRYAB	2.22949390104228
LINC01342	2.22735584455399
MYO1H	2.22663303726012
FARS2	2.22642323580828
SSPOP	2.22300257054392
NCAPG	2.21480105541069
ZFP91-CNTF	2.21174544878545
MAMDC2-AS1	2.20639341587635
MROH1	2.20559679279242
SNORD21	2.19611306914744
SNORD113-6	2.19409564448891
ZNF616	2.19393738454702
VTRNA1-1	2.18047433681296
ISY1	2.17502063417135
ESCO2	2.17159455237238
SNORD70	2.17129404889714
GAPDH	2.17036535856529
FAM222A	2.16767665355072
GGA1	2.16166348493044
SNORA38B	2.15782117696135
KCNQ2	2.15602090155271
RNU1-140P	2.15446548336987
ADAMTS10	2.15389170016929
KIFC2	2.15224537221265
SNHG29	2.15132377739187
MAMDC4	2.14944267743717
DUOX2	2.1439375962087
SNORD116-11	2.13824086311378
GATA6	2.13377274397587
OR51D1	2.12854978688738
SLC25A13	2.12565280676344
GSDME	2.12462778756166
VCAM1	2.12437871507526
COL5A3	2.12263473494903
PCDHGA12	2.12212942255436
AGRN	2.12032448148867
SNORD14A	2.119882671979
GFI1	2.11869163939377
SCARNA8	2.11419087064196
GALNT4	2.1132538545838
ZNF217	2.11218459757007
EEF1A2	2.1112767318569
SCARF2	2.10922559366984
FXYD6-AS1	2.10744365824142
CNTFR	2.09944243106816
SNORD36A	2.09801094788415
MTHFD2L	2.094576249308
CEP89	2.09242872599407
SNORA55	2.09177974465104
RNU5D-1	2.09169217631598
SNORD8	2.08877706094727
METTL25B	2.08657597730861
BRCA1	2.08490630014636
TCHP	2.08272685849108
FOXL1	2.0822004057895
TUT1	2.08189783591991
LONRF3	2.07987942153337
PSORS1C1	2.07950998055047
NAA16	2.07916290743765
LINC02831	2.07860201039788
PPP1R9B	2.07652779816677
PTMS	2.07579462146596
SNORA11	2.074322639712
ZNF516-AS1	2.07199881029183
WARS1	2.06867157472295
GTF2H2C	2.06799763927612
MIR129-2	2.06503249138212
DDB1	2.06162474822784
LY9	2.05933261256568
SNCB	2.05917987322598
SCAF1	2.05377622613077
CCDC148	2.04888843501848
APOL1	2.04481580183902
NLRP11	2.04328156062867
MRPL55	2.04177605788689
TRAPPC9	2.04036715431395
PCSK7	2.03771713947736
MIR3661	2.03684462769264
TECR	2.03587774893309
PLA2G4B	2.03566217159316
RNASEK	2.0354122616592
RGS3	2.03418368392277
SNORD116-24	2.03089192189084
ICAM5	2.0251869573835
SHANK1	2.02354182256261
SNORD23	2.01511679984578
TRIM3	2.01418603519807
RNF139-DT	2.0137639468736
RNU1-136P	2.01369115282947
RPH3AL	2.0135394211951
SNORD113-5	2.01344317288614
SLC2A6	2.01152772725654
TMEM120B	2.01042489897885
DSEL-AS1	2.00610181137001
NPEPL1	2.00475735447665
SNORD115-32	2.00059702521719
SCARNA1	1.99456344891243
STMN3	1.99200207492424
CSKMT	1.9909435295387
EIF4A3	1.9870385100921
RNU2-3P	1.98082051585353
PCSK1N	1.97808950603516
NAB2	1.97684101040725
ALDH1A3	1.97428668360028
RNU1-14P	1.97198020485931
RNU1-20P	1.97179202360955
TREM1	1.97016552470807
MEG3	1.96818471921778
CDKN1A	1.96627899077989
P4HA1	1.96605431565014
CEP95	1.96528873879994
HSPD1	1.96497561567808
PPIL2	1.96083967592008
KYNU	1.96076966916567
RRP12	1.95793015459114
SPEG	1.95762609405025
MICALL2	1.95435059058275
CTXN1	1.95338017671887
EIF4A1	1.95333091067178
FNDC10	1.95254830860144
KCNG2	1.95165296755372
ZNF729	1.95123678101494
SERPINH1	1.95042087970473
TMEM63C	1.95015383755362
ADHFE1	1.94961788547644
E2F1	1.94744425190705
MDK	1.94702013396787
HSPA8	1.94593831572683
IRAIN	1.94209919436109
HSP90B1	1.93755509688673
SNORA7A	1.93745023081548
MRGBP	1.93707450145036
SNORD9	1.93634567971731
TIMP1	1.9357137154471
TMEM59L	1.93450651433135
NIT1	1.93187058447453
FOXR1	1.93059760210883
SLC16A3	1.92800993727616
SNORD98	1.92775942373871
GFUS	1.92606274311542
SNPH	1.9253344150376
SNORD107	1.92515489482857
MSR1	1.92300004405814
SPTA1	1.92153507551107
CSRNP1	1.91237146010775
SNORD22	1.91044615712219
RAB3A	1.90818102757186
LINC01783	1.90732678176081
FDX2	1.90721316013698
STIP1	1.90698616164981
CBARP	1.90603851518261
SNORA49	1.90325581895721
TRMT1	1.90316686913423
NFATC1	1.90316686913423
TARS1	1.90301527982334
SNORD38A	1.90275582386396
EFTUD2	1.90163660635589
TOX-DT	1.90132379413147
CDHR5	1.90046457147117
OBSL1	1.89739824104434
TTC34	1.89736118232799
SNORD4B	1.89543675726868
OGFR	1.88493958495866
VWA7	1.8838981636869
SNORD42A	1.88136668272464
SNORD113-8	1.88007336445483
ARFGAP3	1.87833850916181
SNORD116-14	1.87575456835827
RNVU1-32	1.86723221269629
DLG5	1.86625539515849
FAM171A2	1.86350331371344
SERTAD3	1.86325287913558
MDH1	1.86280246992032
KLHDC4	1.85930721037633
TAF7	1.85793656078507
FAM50B	1.85783515644041
THAP3	1.85753431893515
MUC12	1.85732816335704
IFIT2	1.85096969577977
RNU1-16P	1.85063814745785
FZD8	1.8505721645721
ACP4	1.84818902984882
MAMSTR	1.8473787907336
TRPM4	1.84733196109546
BAG3	1.84408933363813
USP24	1.84376888807314
HAP1	1.84334571260345
COL5A1	1.84184279945263
PCDHA1	1.84029958850897
MIR365B	1.83985390498597
MICU2	1.83908475544233
CNN2	1.83818171198359
CHD5	1.83712562515821
C4B	1.83711875586763
RPL4	1.83642113428132
SNORD116-13	1.83611262463637
SIMC1	1.83576579058025
RNU2-59P	1.83466805902958
HES7	1.83442209921521
MEGF11	1.834175952903
JUND	1.83157816832882
TM9SF2	1.83060167231995
ZFYVE28	1.82903467505836
LYNX1	1.82746817095072
BCAP31	1.8267277706306
RGS12	1.82605372578754
CCDC144A	1.8251008250531
RASGEF1C	1.82503209215176
SNORA51	1.82484625201984
CHORDC1	1.82450005386031
CHKB	1.82172228485454
APBB1	1.81928737940235
LINC02028	1.81907373211739
ENTPD1-AS1	1.81793210709316
SCARNA9	1.81742771517331
USP6	1.81703762948588
H2BC12	1.8169530385804
TULP3	1.81585427123124
CACNB3	1.81571418150536
TUBB1	1.8152411469202
PLEC	1.81478005477648
CX3CL1	1.81193881307029
RNU12-2P	1.80945528275115
RNU6-31P	1.80614321316146
CPQ	1.80588180281059
SDR42E1	1.80523908499779
EGR1	1.80372392968955
PRLHR	1.80299724042212
GALNT18	1.79876114234164
CPE	1.79622993704022
MT-TQ	1.79544069411687
RBFA	1.79423660619744
EPHA1	1.79423660619744
KLHL33	1.79398488805201
GCH1	1.79226700296908
SPTBN5	1.79127653451526
FER1L5	1.79099735980778
PRSS51	1.78742411209884
FASN	1.78378647165673
C1QB	1.78273137381727
ITIH4	1.78000728879492
PARN	1.77976465634226
SNORA65	1.77954489746809
SNHG22	1.77743915242279
EFCAB11	1.77608584619358
CPLX2	1.77557622489307
SYP	1.77556531109476
AKR1C3	1.7750560773297
POMT1	1.77335582683434
CACNG2	1.77268996757893
CHAF1A	1.77105616800847
NDUFA6	1.76863807129526
NSMCE4A	1.76804653391863
RNU2-8P	1.76686804050346
LINC00317	1.76447347071064
ADAM17	1.76433230540093
NUMA1	1.76312868131735
SNORA1	1.76276584599972
MAPK8IP2	1.76226190389481
RASSF5	1.76205479315469
SCARNA17	1.76153315408661
RTL8A	1.76144101170069
GTF2F1	1.75976710509038
SAFB2	1.75943985507375
LINC02900	1.75937578412725
RTN4RL2	1.75902190135988
BAALC-AS1	1.75900792839731
NGEF	1.75614644285508
ARL6IP4	1.75539883246328
PRDX1	1.75419015943723
MIR15B	1.75347662459899
NDUFS5	1.75235446933935
CIB2	1.75214820476472
CHRD	1.75032666901343
SLC25A45	1.74925614615119
RAB9A	1.74748211172078
RGL4	1.74192940708733
ARPP21	1.73683562013089
HOXB4	1.7357680322313
DTX2P1-UPK3BP1-PMS2P11	1.73521883249806
ACAT1	1.7346171617858
CALB1	1.73413134845728
QRICH2	1.73275166574993
LINC02997	1.7315009022792
UBE2Q2P16	1.73089750054832
CCNH	1.73048978348537
SERPINI1	1.73009330487922
MAPK8IP3	1.72737266130609
SCARNA5	1.72666967650155
DNAJC17	1.72646712415736
MTMR11	1.72505964298173
PKD1	1.71951919791689
CFAP410	1.71454167795394
UCHL1	1.71446908486442
FLNC	1.7113452205935
ATP1A1	1.71084606835336
TRAPPC1	1.71056594870518
GLIPR1	1.71012972501238
ID1	1.70959161721315
PTGS2	1.70668405284436
CALR	1.70546003011665
PPID	1.70405506067083
H2AZ1-DT	1.70369303272578
MIR29B2CHG	1.70327205623991
KCNQ4	1.69947317517924
ACOT1	1.69820034098414
OR8J3	1.69766924047621
EXD3	1.69641675493293
MCRIP2	1.69635190834473
RRBP1	1.69520397071169
SMPDL3A	1.69250701974019
MGP	1.68969222207923
CNTNAP5	1.68890099158537
MYH14	1.68323413712746
RAB11B	1.67969692071965
UBA1	1.67941740693985
NEMF	1.67731644767012
LRPPRC	1.67619451018225
SERF2	1.67546205417277
NKX2-4	1.67540586305774
GDI1	1.67344054517432
ARFRP1	1.67182073456771
GOLGA6L7	1.66911829715734
LINC02805	1.66885221073292
DFFB	1.66815365003647
GNB2	1.66751247988827
IGBP1	1.66645300481774
PPP4C	1.66585402473192
NDUFC2-KCTD14	1.66356873466941
RNASEH2A	1.66324912698209
TMEM91	1.66197283440495
ANO7	1.66082825221841
MIB2	1.66073411789889
FXYD5	1.66032508031776
PLA2G6	1.65925223845064
TRMT10C	1.6584912661212
DDX10	1.65669597624833
LILRB3	1.65502919154503
CCN1	1.65205479905065
CCNF	1.65155614422593
PLD3	1.65012055300822
OR13A1	1.65005329079546
HDAC6	1.64940016437214
INTS15	1.64805541767186
SAMD7	1.64702184738411
FGR	1.64578509721362
PPDPF	1.64477049205221
PLAGL1	1.64443565016768
RNPEPL1	1.64343666811838
PPP2R3B	1.64141141786782
ADAMTS16	1.64112485965934
HARS2	1.63968907267797
SNORD11B	1.63897395305368
RNU1-19P	1.63828849697212
MIR320D1	1.63755247493744
DBN1	1.6372119623402
IL1RAP	1.63537716993225
ST6GALNAC4	1.63534706939861
LY75-CD302	1.63446328711181
TAP2	1.63430879858772
FRG1	1.63395265405792
TTC39C	1.63381666452393
PTPRH	1.63206137159961
SLC25A6	1.63100013086142
RNVU1-31	1.62872301058906
LRP12	1.62861697539488
OPA1-AS1	1.62812753368699
NDUFA11	1.62540685142391
LINC02484	1.62486012720346
PRKAR1B	1.62402583503364
PCDHB1	1.62321148846532
DPH2	1.62317690502284
MXRA8	1.62302995986082
HSD17B4	1.62069195951224
FKBP8	1.61762546846318
ATP1A3	1.61736389504833
CPLX1	1.61714026135108
KCNQ1OT1	1.61669714313382
HSD17B6	1.61576935074215
ARHGEF35-AS1	1.61280317149217
DHX15	1.61144479988811
TAC3	1.61052733309158
ASB15	1.60717721503123
METTL21C	1.60450469433418
CIDEA	1.60450469433418
LINC01934	1.60450469433418
YDJC	1.60406512336907
KCNG1	1.60194822233133
BIRC3	1.59966872235049
ZNF18	1.59925761826838
CENPO	1.59837124723866
P3H4	1.59659001564213
SNORD114-28	1.59647020919399
RSL1D1	1.59624441905008
PPP6R1	1.59580133916554
SNORA11E	1.59389854719073
GRAMD2A	1.59357258959844
RNU1-22P	1.59196861944476
HMBS	1.59196861944476
GRIP2	1.59131468276535
SNORD12B	1.58976440315935
DNAJB6	1.5893116656324
SNORD126	1.58927337105938
IFI30	1.58890913207586
BEST3	1.58889858959606
HIC2	1.58833646434092
BCL9L	1.58815932814488
CYB5R2	1.58788607523134
RNVU1-14	1.58661533562343
SUGT1P4-STRA6LP-CCDC180	1.58586013305691
FAM32A	1.58535610571272
NPC1	1.5852950232367
PSME2	1.58485537267789
CCDC96	1.58426375557999
MTG1	1.5814566891372
TIGD6	1.58027531017656
TOP1MT	1.58027531017656
SLC6A5	1.57966601035606
RBL2	1.57933387191288
TMEM132E	1.57786691195217
SNORA67	1.57738355731377
COL27A1	1.57702316274748
MMEL1	1.57519892405879
SHROOM1	1.57519892405879
PNPT1	1.57496132164438
ATF6B	1.57361202973293
ST8SIA4	1.57342359305407
GPN1	1.57299376055974
LINC00092	1.57196699285107
TRIM25	1.57050382852421
RNU7-1	1.56934234076036
MAN2C1	1.56903832378663
TFPI	1.5686212172147
PACRG-AS3	1.5686212172147
NDUFAF1	1.56849206839812
IDH3G	1.56794657532497
NINL	1.56729668471928
GNAO1-DT	1.56715454341169
RNU1-149P	1.56699103225328
P2RY11	1.56671807750042
SUCLG2	1.56331514095474
EPHX1	1.56216293198388
IL17RC	1.56204164047268
EEF1B2	1.56197885389809
SERPINB1	1.56189026049772
BRAT1	1.56127310210883
RNU1-138P	1.56083170310172
PLAUR	1.56030197575252
CYGB	1.55974926649705
REEP2	1.55305674696647
DACT2	1.55070325933944
HDGFL2	1.55052840522345
PPFIA4	1.54531337341889
BTK	1.54311494900747
EMC9	1.54155853302964
EGR3	1.5411409581778
PGPEP1	1.54094823026264
ARPC4-TTLL3	1.54076712108009
SNORA26	1.53737564849875
OR10A2	1.53679242533282
ANKRD13B	1.53567648642748
GADD45B	1.53441245778376
ARHGEF17-AS1	1.53405410546062
TOPORS	1.53387904556821
MIR23AHG	1.53375675357037
BCL11A	1.53305151371413
CFAP99	1.53260357336677
TTLL3	1.53260357336677
H2AC13	1.53123336549579
DNTTIP1	1.53098245106674
NPAS1	1.53098245106674
RNA5SP532	1.53045526482507
COLEC10	1.52972313123428
RHBDL1	1.52908590753727
OSR1	1.52844210761155
TMEM145	1.52742441981725
TPM2	1.52723352517019
SLC25A28	1.52713251989702
DARS1-AS1	1.52503351697549
CD55	1.52429205649808
RAB8A	1.52376404956151
ADGRB1	1.52316050173186
CYP27A1	1.52254009659661
PLCD1	1.52254009659661
IDI2-AS1	1.52017890495242
FADS3	1.51892968310869
MT-CO2	1.51866445568695
APOL2	1.51722410581398
SNHG4	1.51691911045724
ZBP1	1.51567191887411
TMEM63B	1.51395683748933
ZNF346	1.51390319525349
DAPK3	1.51339832259252
UQCRC2	1.51316831473001
LIPE-AS1	1.51281922957134
SV2C	1.50954801126066
COL5A2	1.50928431915554
NRG2	1.50691643996413
SYT5	1.50664367769341
FCN1	1.50544144198925
ATP23	1.50477615278322
NRGN	1.50472392418555
SNORD110	1.50472255290553
LY6G5C	1.50265826544308
FCRLA	1.5025280446711
NKX3-1	1.50211694042957
PCGF3	1.5014336384768
AP1S1	1.50118106687195
FAM184A	1.50074285454833
RNY3P11	1.49874644868837
ATXN8OS	1.49820312998811
G6PD	1.49796757359654
SIDT1	1.49792868833115
MRPL39	1.49743626629809
MUC19	1.4970490956528
EVI5L	1.49654777065655
ZNF749	1.49434546466028
ACVRL1	1.49389191766615
CREB3L1	1.4930787291856
LINC01623	1.4930787291856
UNC13B	1.49201919940617
B4GAT1-DT	1.4894019348023
MYDGF	1.48925871821014
KCNJ14	1.48820256489048
RNU5A-8P	1.48776874204731
ESRRB	1.48757929958635
ARPC3	1.48585017079384
FAM221A	1.48377091105923
ISG15	1.48337856847995
SNX33	1.48301940314896
ASMTL-AS1	1.48301940314896
RNU1-88P	1.48301940314896
FAM237B	1.48301940314896
CTSA	1.48291421157469
CLU	1.48163315151168
ELOC	1.48027586027857
PDGFA	1.47946602333134
PSD	1.47835148618362
ROCK1	1.47773873731507
HSPB8	1.47622306246479
SLC3A1	1.47618546716794
RPH3AL-AS1	1.47567585707913
ATP5F1B	1.47409109733202
NAA38	1.47405649231094
SDF4	1.47254849488873
SNORD28	1.47083083590943
LINC00485	1.4706218227996
SNORD1C	1.47054392557709
FKBP14	1.46761158376137
RNF207	1.46757631233355
SCN11A	1.4668222024363
SOHLH1	1.46649720043567
NUP133	1.46638455137429
FBRSL1	1.46626223445145
DCTN1	1.4650719785944
NUPR1	1.46432434428607
BCL10	1.46403542145919
ABLIM2	1.46315590347852
TNK2	1.46275289623805
GASK1B-AS1	1.46190999633539
XRCC1	1.46128779922589
P4HB	1.45922615020855
PPP1R12C	1.45890861229259
MT-TN	1.45798353383071
ADGRL1-AS1	1.45763724986439
KCNK3	1.457168699282
TWNK	1.45688228362037
CITED1	1.45688228362037
NR1H2	1.45624663785951
DUS1L	1.45576552309538
PGGHG	1.45509090857828
SNORA71A	1.45509090857828
NPHP4	1.45499703981342
ZFP69	1.4544214468495
DNAH1	1.4541692722483
LOXL1	1.45200402671365
RNU2-39P	1.45200402671365
TMEM151A	1.45145426452798
CIAO3	1.45110055749224
LRP2BP	1.45053590059408
RNU1-11P	1.45035597839771
LINC00606	1.44893248138575
CDK5R2	1.44709035368513
APMAP	1.4456458162058
PLAAT4	1.44411779249163
GEMIN8	1.4440314640839
PPFIA3	1.44168419929883
TOP3A	1.44094841139948
